Customer_ID,Age,Gender,Country,City,Membership_Years,Login_Frequency,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Credit_Balance,Signup_Quarter,Churned
CUST-002571,17.0,Female,Indonesia,Jakarta,2.2,22.3,13.6,4.95,43.5,6,11,125.71,65,52.52,17.56,61.28,0,1,100.0,6.8,1,1484.09,6.24,2024-Q2,0
CUST-002572,40.0,Male,Singapore,Singapore,2.0,14.6,18.9,5.48,40.96,2,8,56.84,30,46.76,26.21,12.58,5,1,28.92,6.1,3,522.46,36.73,2024-Q2,0
CUST-002573,35.0,Female,Philippines,Davao,1.7,27.9,10.2,6.81,31.01,5,7,166.26,23,38.34,12.68,66.99,1,3,50.53,5.0,4,1292.89,9.21,2024-Q4,0
CUST-002574,46.0,Male,Philippines,Manila,0.8,23.3,19.2,7.53,29.35,3,8,72.52,4,48.77,8.41,21.08,1,1,32.53,1.9,2,656.49,67.57,2025-Q2,0
CUST-002575,33.0,Female,Singapore,Singapore,3.8,21.1,5.2,7.0,44.82,5,2,70.46,73,72.39,32.2,61.86,1,2,63.82,5.7,5,189.81,7.58,2024-Q2,1
CUST-002576,35.0,Female,Malaysia,Johor Bahru,1.9,18.7,15.0,10.48,19.92,4,4,135.85,24,31.85,15.13,66.94,1,2,36.11,1.8,3,605.06,89.2,2025-Q2,0
CUST-002577,40.0,Male,Malaysia,Penang,2.1,22.0,14.2,8.74,20.68,3,10,104.29,115,27.71,4.16,82.29,0,0,12.74,1.1,3,1066.54,64.3,2025-Q2,0
CUST-002578,27.0,Female,Philippines,Manila,2.6,3.3,20.0,6.55,57.1,6,15,60.13,70,72.36,17.34,51.99,0,3,41.77,8.2,4,1011.56,15.26,2025-Q2,0
CUST-002579,26.0,Female,Indonesia,Jakarta,4.2,19.9,8.5,3.57,46.57,7,9,43.83,39,53.83,14.3,40.17,2,0,70.83,3.8,1,454.09,8.81,2024-Q3,0
CUST-002580,39.0,Male,Thailand,Bangkok,3.5,31.1,9.1,4.31,11.87,2,7,230.97,45,10.22,8.9,49.68,0,2,59.34,8.5,4,1707.84,23.93,2024-Q3,0
CUST-002581,34.0,Female,Indonesia,Bandung,3.3,19.8,5.6,2.43,17.93,10,4,99.1,24,84.24,41.62,76.04,0,0,61.84,5.1,4,511.39,14.96,2025-Q1,0
CUST-002582,30.0,Male,Philippines,Manila,0.4,18.7,10.6,6.38,0.0,6,7,252.07,44,9.24,10.25,51.32,1,3,17.98,8.8,2,1797.22,43.04,2024-Q3,0
CUST-002583,33.0,Female,Indonesia,Surabaya,5.3,13.2,15.5,6.83,56.19,1,8,68.7,42,60.82,5.0,39.36,1,0,64.6,6.7,3,600.55,9.27,2024-Q2,0
CUST-002584,52.0,Male,Indonesia,Bandung,7.8,21.9,3.2,8.23,51.77,11,7,108.08,14,44.84,19.87,81.03,0,0,57.49,5.2,3,812.4,26.12,2025-Q1,0
CUST-002585,29.0,Female,Indonesia,Surabaya,3.3,16.4,11.3,6.67,16.22,4,8,45.7,18,22.58,8.07,73.12,0,3,64.12,6.9,2,469.33,11.5,2024-Q2,0
CUST-002586,29.0,Female,Indonesia,Bandung,1.3,28.5,17.7,8.63,50.99,8,7,51.74,32,5.02,7.31,65.08,1,4,54.12,5.1,3,446.53,23.79,2024-Q2,0
CUST-002587,15.0,Male,Indonesia,Bandung,2.0,11.1,13.4,8.69,77.71,2,4,71.01,113,47.42,4.09,61.56,1,2,48.42,7.6,7,416.38,10.05,2025-Q2,0
CUST-002588,34.0,Male,Indonesia,Bandung,1.3,14.4,14.5,3.43,7.21,3,7,224.81,11,41.74,9.65,54.67,0,2,56.64,5.9,5,1626.69,11.55,2024-Q2,0
CUST-002589,41.0,Male,Singapore,Singapore,7.3,13.2,5.0,4.7,25.7,4,8,102.28,8,34.63,20.64,78.23,0,1,15.41,1.3,5,845.8,6.19,2024-Q3,0
CUST-002590,43.0,Female,Indonesia,Bandung,2.1,32.7,13.4,5.97,6.78,10,11,163.73,16,62.82,23.0,72.89,1,0,73.41,0.2,2,1874.82,23.46,2024-Q1,0
CUST-002591,35.0,Male,Philippines,Davao,3.4,16.5,14.2,4.23,56.97,7,6,274.65,96,71.22,2.96,43.15,0,3,68.29,0.4,2,1635.58,23.28,2024-Q4,0
CUST-002592,45.0,Male,Thailand,Bangkok,2.5,13.6,13.0,5.39,36.08,5,10,151.93,7,52.56,8.66,68.92,0,1,57.96,8.4,5,1554.7,23.86,2024-Q1,0
CUST-002593,42.0,Female,Malaysia,Kuala Lumpur,4.1,1.3,14.9,6.75,30.04,5,4,148.35,42,28.74,1.62,70.67,0,0,58.28,3.6,3,691.31,58.11,2024-Q1,0
CUST-002594,46.0,Male,Indonesia,Medan,1.5,10.7,12.1,5.69,42.55,7,6,96.84,12,50.06,15.55,88.94,2,3,65.69,7.6,3,681.44,51.11,2024-Q3,0
CUST-002595,45.0,Female,Indonesia,Surabaya,3.3,22.2,11.3,6.0,26.86,4,7,199.7,39,10.43,51.4,32.9,0,1,65.2,4.0,4,1433.52,8.25,2025-Q2,0
CUST-002596,51.0,Male,Thailand,Bangkok,2.1,22.2,7.8,3.64,29.97,5,9,110.0,88,10.03,14.82,51.2,3,2,25.69,8.5,3,1101.17,12.63,2025-Q1,0
CUST-002597,32.0,Male,Indonesia,Medan,5.8,12.8,19.8,7.27,43.5,7,7,168.4,35,18.4,37.22,83.63,0,3,94.19,6.4,3,1229.8,11.22,2025-Q1,0
CUST-002598,19.0,Female,Indonesia,Jakarta,0.4,13.2,6.6,7.08,25.8,6,6,75.44,72,44.61,10.28,88.31,2,3,68.58,10.5,3,511.9,46.18,2024-Q2,0
CUST-002599,41.0,Male,Thailand,Bangkok,2.3,32.9,14.9,4.09,28.62,6,2,131.93,28,42.81,9.95,83.76,1,1,82.5,5.0,3,342.13,16.32,2025-Q2,0
CUST-002600,43.0,Female,Thailand,Chiang Mai,5.4,39.6,24.9,2.77,34.87,8,10,113.96,11,21.63,10.13,12.24,0,3,57.08,8.7,3,1169.99,27.83,2024-Q4,0
CUST-002601,51.0,Male,Indonesia,Surabaya,5.0,27.2,20.6,9.08,39.83,5,14,75.44,99,77.98,6.48,42.36,2,2,57.44,6.3,3,1157.67,34.34,2025-Q2,0
CUST-002602,48.0,Male,Malaysia,Kuala Lumpur,0.8,30.5,17.1,10.37,50.03,7,3,41.52,56,49.72,20.7,16.33,1,2,46.5,6.7,1,203.27,23.04,2025-Q1,0
CUST-002603,55.0,Female,Singapore,Singapore,4.7,32.2,15.5,6.59,49.66,9,8,107.55,52,16.44,3.1,22.15,2,2,67.7,2.7,4,943.24,47.35,2024-Q4,0
CUST-002604,41.0,Female,Philippines,Davao,1.4,35.7,13.2,5.1,8.01,5,7,115.56,35,30.43,34.21,86.12,4,2,36.1,2.3,2,841.23,11.32,2024-Q2,0
CUST-002605,37.0,Female,Indonesia,Jakarta,1.8,15.6,8.6,8.62,66.16,5,4,51.95,71,65.81,8.14,72.74,1,4,44.86,8.6,2,380.98,26.53,2024-Q3,0
CUST-002606,19.0,Female,Indonesia,Medan,5.2,11.0,12.5,7.18,39.18,4,4,97.71,38,19.89,23.4,48.01,1,2,86.63,6.7,1,495.87,5.18,2024-Q3,0
CUST-002607,37.0,Male,Malaysia,Kuala Lumpur,2.3,32.7,17.4,5.47,31.37,6,8,106.1,10,27.08,37.23,57.0,3,0,27.98,4.3,3,935.9,55.43,2025-Q2,0
CUST-002608,28.0,Male,Indonesia,Bandung,0.8,10.3,16.3,8.42,19.93,5,10,165.93,34,38.86,34.53,52.42,1,1,58.15,5.2,8,1740.14,13.8,2025-Q2,0
CUST-002609,36.0,Male,Malaysia,Penang,1.2,9.8,18.7,3.98,77.78,5,10,106.85,65,38.37,22.17,53.86,0,4,29.87,0.3,3,1174.95,34.34,2025-Q1,0
CUST-002610,35.0,Female,Indonesia,Bandung,3.0,10.0,21.3,4.27,85.2,7,10,132.59,54,7.32,21.34,68.57,1,3,23.16,6.9,4,1366.37,8.03,2025-Q2,0
CUST-002611,39.0,Male,Philippines,Cebu,2.2,16.9,13.0,6.91,75.32,6,9,83.1,9,26.62,3.28,85.94,0,2,45.18,11.3,2,841.76,14.47,2024-Q2,0
CUST-002612,,Female,Philippines,Davao,2.2,2.1,15.2,6.29,40.43,9,12,75.96,8,42.68,24.22,48.99,3,1,69.73,0.0,2,936.4,65.65,2024-Q2,0
CUST-002613,44.0,Male,Singapore,Singapore,4.1,6.5,2.6,7.59,44.88,3,14,83.59,44,19.21,34.52,39.93,2,1,6.93,1.5,2,1240.93,6.93,2024-Q4,0
CUST-002614,15.0,Female,Philippines,Cebu,3.6,13.0,27.5,8.98,67.82,3,9,70.31,37,31.63,22.83,44.98,2,1,71.52,4.9,2,802.7,39.39,2024-Q1,0
CUST-002615,36.0,Female,Indonesia,Bandung,2.3,8.4,11.5,2.12,33.18,3,7,78.99,26,19.95,26.91,22.75,2,0,85.25,8.3,4,599.48,23.24,2024-Q2,0
CUST-002616,47.0,Female,Singapore,Singapore,5.1,26.5,17.9,6.1,48.83,4,11,119.84,82,14.34,56.22,80.81,1,3,16.37,4.1,3,1395.62,41.72,2024-Q1,0
CUST-002617,55.0,Male,Indonesia,Medan,4.1,18.1,11.5,10.75,42.54,2,7,121.54,39,28.3,15.81,46.28,1,4,72.12,8.4,3,946.07,14.17,2024-Q4,0
CUST-002618,42.0,Male,Philippines,Davao,3.4,22.6,11.4,4.51,76.38,6,10,115.08,45,51.66,14.21,35.1,1,5,72.04,0.7,2,1302.81,16.8,2024-Q2,0
CUST-002619,53.0,Male,Philippines,Manila,2.0,21.7,12.6,4.21,66.73,3,7,106.83,15,29.32,15.55,67.61,1,1,100.0,3.3,3,824.03,26.24,2025-Q1,0
CUST-002620,36.0,Female,Thailand,Phuket,5.6,16.3,6.5,1.0,35.24,1,5,186.37,55,18.93,16.71,22.72,0,2,23.04,6.5,2,1008.87,22.17,2024-Q4,0
CUST-002621,34.0,Male,Philippines,Davao,2.2,25.9,1.0,6.25,68.5,4,7,185.59,33,32.84,23.2,37.35,2,2,34.75,9.0,2,1422.38,25.62,2024-Q3,0
CUST-002622,40.0,Male,Thailand,Phuket,2.3,21.6,21.0,7.45,37.92,7,9,98.03,21,7.95,44.78,90.68,0,4,32.08,1.1,1,1019.23,25.65,2025-Q2,0
CUST-002623,34.0,Male,Indonesia,Surabaya,7.4,15.5,17.3,7.45,27.08,7,8,211.97,55,34.87,20.84,55.34,4,1,46.72,8.7,3,1777.91,13.54,2024-Q3,0
CUST-002624,25.0,Male,Thailand,Phuket,1.5,4.5,8.5,3.41,32.29,6,7,196.84,79,59.26,18.19,46.17,2,1,16.89,12.5,1,1457.2,12.12,2024-Q1,0
CUST-002625,28.0,Male,Malaysia,Johor Bahru,1.5,22.2,16.7,5.98,40.95,7,12,97.99,23,21.14,3.76,44.08,0,2,76.08,5.3,7,1228.37,34.93,2024-Q3,0
CUST-002626,22.0,Male,Indonesia,Bandung,2.4,7.9,18.9,6.55,22.3,8,8,64.32,52,43.24,17.49,53.45,3,3,55.11,2.6,3,599.93,51.34,2025-Q2,0
CUST-002627,40.0,Female,Singapore,Singapore,1.3,21.0,9.8,6.13,27.65,4,9,73.95,28,36.57,9.8,76.47,0,1,19.33,6.0,3,712.1,81.9,2024-Q3,0
CUST-002628,34.0,Male,Indonesia,Surabaya,1.3,18.6,16.5,3.26,9.13,4,3,94.48,46,14.25,35.21,42.46,2,3,69.38,3.0,3,323.77,27.34,2024-Q1,0
CUST-002629,30.0,Male,Indonesia,Jakarta,7.2,7.1,20.0,6.19,21.55,7,3,75.94,10,49.33,2.09,34.8,1,4,88.36,1.4,4,296.61,29.54,2024-Q1,0
CUST-002630,28.0,Female,Indonesia,Bandung,2.4,20.1,5.4,3.96,42.69,6,5,52.58,11,29.98,1.01,40.65,1,2,49.69,1.0,2,289.11,14.26,2024-Q2,0
CUST-002631,40.0,Male,Indonesia,Medan,3.5,19.5,17.2,1.32,58.84,7,11,51.02,48,7.22,10.45,56.36,1,0,61.47,1.5,1,685.57,58.29,2024-Q2,0
CUST-002632,43.0,Male,Singapore,Singapore,0.9,19.6,16.2,7.7,56.28,8,12,71.34,20,36.76,6.34,72.84,2,1,38.36,7.1,2,928.58,10.46,2024-Q4,0
CUST-002633,22.0,Female,Philippines,Manila,1.4,19.2,25.3,6.35,46.6,9,10,65.35,54,63.7,18.19,30.18,0,1,40.45,5.5,8,672.13,41.36,2024-Q4,0
CUST-002634,20.0,Male,Malaysia,Johor Bahru,7.9,12.8,17.3,7.48,7.41,5,2,31.76,39,17.1,18.24,46.47,1,4,66.24,4.9,3,172.27,3.8,2025-Q1,0
CUST-002635,44.0,Female,Singapore,Singapore,1.3,22.7,11.5,4.66,20.78,6,4,142.99,16,68.0,9.61,40.0,4,3,52.09,9.6,3,645.21,19.56,2024-Q2,0
CUST-002636,19.0,Female,Indonesia,Bandung,3.6,12.5,12.2,7.57,34.05,3,15,159.29,35,40.69,12.84,63.75,1,2,36.57,5.0,3,2482.49,69.45,2025-Q2,0
CUST-002637,40.0,Female,Singapore,Singapore,0.2,9.4,26.1,8.56,57.26,6,7,124.87,32,41.85,19.85,85.7,1,4,22.59,3.8,4,916.9,21.54,2025-Q2,0
CUST-002638,52.0,Male,Indonesia,Jakarta,0.9,23.4,11.9,10.38,26.86,4,8,28.3,63,74.27,8.53,47.16,2,2,74.58,2.2,5,265.26,13.67,2024-Q2,0
CUST-002639,52.0,Female,Philippines,Manila,2.3,25.5,17.5,8.03,13.6,8,6,81.07,43,55.97,6.62,80.99,0,5,71.47,6.1,4,590.4,8.44,2025-Q1,0
CUST-002640,42.0,Male,Indonesia,Surabaya,5.0,22.8,12.6,6.96,66.97,3,2,115.53,29,27.57,52.18,79.05,0,1,66.45,7.1,3,323.59,21.31,2024-Q1,0
CUST-002641,42.0,Female,Malaysia,Penang,2.9,16.3,20.5,2.55,23.3,7,16,178.7,52,42.93,21.69,70.15,2,0,95.23,3.9,4,2866.26,29.25,2024-Q3,0
CUST-002642,59.0,Female,Philippines,Cebu,2.5,2.5,20.8,5.73,15.44,2,12,297.56,58,25.57,11.56,70.95,0,2,80.27,9.8,3,3661.58,55.83,2024-Q3,0
CUST-002643,15.0,Male,Malaysia,Kuala Lumpur,4.3,29.9,13.9,2.44,42.55,3,5,90.62,14,26.41,19.04,69.13,1,5,24.97,1.5,3,547.0,57.95,2025-Q1,0
CUST-002644,29.0,Female,Philippines,Manila,3.3,2.4,11.6,3.95,37.0,4,12,98.09,47,6.37,28.22,69.49,1,4,50.89,2.6,2,1245.17,70.46,2025-Q2,0
CUST-002645,43.0,Male,Indonesia,Jakarta,0.7,22.7,11.4,10.89,28.0,5,6,117.74,9,62.29,11.97,71.05,0,3,55.68,13.2,3,783.93,5.01,2025-Q1,0
CUST-002646,30.0,Female,Philippines,Manila,2.7,34.9,3.6,3.44,38.01,7,13,65.22,16,86.2,8.37,59.41,2,0,0.0,6.0,7,888.06,86.77,2024-Q4,0
CUST-002647,48.0,Female,Malaysia,Johor Bahru,2.0,19.2,14.6,1.0,19.48,9,10,59.06,28,40.71,29.66,42.57,3,2,15.22,0.7,3,693.88,11.12,2024-Q3,1
CUST-002648,34.0,Male,Philippines,Manila,2.4,20.3,14.5,8.03,27.77,3,15,146.46,3,16.8,12.35,51.9,1,3,26.37,1.9,2,2223.63,5.87,2024-Q3,0
CUST-002649,35.0,Male,Malaysia,Johor Bahru,2.0,21.0,9.1,4.32,37.28,5,8,130.86,78,57.65,22.38,32.28,0,2,65.59,5.8,3,1082.73,15.99,2025-Q1,0
CUST-002650,31.0,Male,Philippines,Manila,2.8,19.6,3.0,7.92,0.0,3,6,80.6,60,51.66,19.23,63.39,1,2,66.15,4.2,5,544.87,32.19,2024-Q2,0
CUST-002651,28.0,Male,Thailand,Chiang Mai,3.7,36.8,15.2,3.07,57.1,6,11,38.01,46,25.95,18.35,38.92,0,3,51.71,6.2,4,488.48,11.04,2024-Q4,0
CUST-002652,28.0,Female,Indonesia,Medan,1.0,11.3,16.0,4.94,10.54,4,2,27.78,13,38.12,28.01,36.01,1,2,98.23,6.6,5,81.81,58.17,2025-Q1,0
CUST-002653,37.0,Female,Philippines,Cebu,1.7,10.3,16.4,8.99,19.22,7,6,86.49,82,19.96,9.09,26.73,5,0,53.72,4.4,5,593.23,8.12,2024-Q1,0
CUST-002654,25.0,Female,Malaysia,Kuala Lumpur,4.2,15.4,8.1,2.69,58.0,3,11,88.14,68,48.17,12.67,43.67,0,1,76.04,0.0,6,1055.52,61.67,2025-Q2,0
CUST-002655,44.0,Male,Singapore,Singapore,4.5,31.9,16.4,5.58,49.39,3,8,78.65,29,28.21,34.04,45.11,0,0,49.2,1.9,7,689.54,8.72,2025-Q2,0
CUST-002656,41.0,Female,Thailand,Chiang Mai,6.6,13.4,12.9,6.73,39.75,5,11,147.63,28,15.06,4.16,22.03,0,2,47.17,3.8,2,1702.64,41.3,2024-Q4,0
CUST-002657,46.0,Male,Indonesia,Bandung,2.9,21.4,19.2,4.2,3.84,5,14,101.41,59,48.9,15.39,71.08,0,3,54.79,4.2,1,1498.86,57.87,2024-Q4,0
CUST-002658,22.0,Female,Singapore,Singapore,1.6,26.6,8.2,6.6,25.89,3,5,30.35,29,32.55,15.5,69.79,1,2,70.37,7.4,3,233.71,64.75,2025-Q2,0
CUST-002659,15.0,Male,Indonesia,Medan,1.7,24.2,20.9,6.04,33.68,7,9,270.31,6,68.47,48.63,54.08,1,1,78.66,8.5,5,2511.05,11.57,2024-Q1,0
CUST-002660,34.0,Female,Indonesia,Medan,2.8,26.1,23.1,7.34,35.13,3,10,22.61,87,23.08,1.67,61.35,2,4,28.83,1.5,4,344.52,10.55,2024-Q1,0
CUST-002661,66.0,Female,Philippines,Cebu,1.4,29.3,14.7,10.61,60.83,6,5,66.57,35,47.92,4.57,58.24,1,2,48.19,0.0,3,410.19,25.0,2025-Q1,0
CUST-002662,48.0,Female,Indonesia,Surabaya,6.3,20.5,16.4,12.69,77.89,5,7,51.95,41,39.57,8.13,88.52,0,5,31.03,5.2,3,438.1,30.26,2024-Q3,0
CUST-002663,28.0,Other,Indonesia,Surabaya,2.0,14.3,18.7,7.16,50.3,5,6,117.62,21,22.18,22.95,47.2,0,2,49.08,4.9,4,771.11,25.06,2024-Q4,0
CUST-002664,39.0,Male,Indonesia,Surabaya,5.8,19.2,7.8,5.72,27.31,3,10,44.39,55,31.79,5.25,42.59,0,5,96.95,6.2,3,482.25,12.61,2024-Q1,0
CUST-002665,42.0,Other,Singapore,Singapore,1.3,15.3,11.1,7.1,62.29,14,9,129.51,44,60.17,9.98,80.24,1,1,66.29,5.8,2,1231.86,23.85,2024-Q3,0
CUST-002666,19.0,Female,Philippines,Cebu,2.4,38.2,15.1,5.42,26.21,5,6,75.81,41,46.82,0.05,82.47,3,1,63.42,0.0,3,480.39,38.63,2024-Q4,0
CUST-002667,49.0,Male,Thailand,Phuket,2.2,13.7,26.2,2.03,0.0,7,8,133.87,28,13.98,7.38,56.99,0,4,89.43,5.5,3,1138.34,36.07,2024-Q2,0
CUST-002668,32.0,Male,Indonesia,Bandung,0.9,21.9,6.8,5.88,13.01,3,6,24.13,30,50.3,2.78,81.85,0,1,27.38,2.4,5,222.98,26.4,2024-Q3,0
CUST-002669,33.0,Female,Malaysia,Kuala Lumpur,2.3,6.0,23.8,8.71,0.0,7,10,80.68,36,75.32,21.24,58.62,1,3,71.16,2.8,2,923.84,87.84,2024-Q3,0
CUST-002670,34.0,Male,Singapore,Singapore,3.3,19.1,12.8,2.34,30.32,3,5,132.23,85,25.54,5.09,62.53,2,1,45.76,2.3,1,659.25,13.54,2024-Q4,0
CUST-002671,47.0,Female,Malaysia,Johor Bahru,0.4,15.7,13.8,3.54,34.43,6,7,48.24,86,37.8,17.25,11.95,0,4,28.23,6.0,1,416.74,35.63,2025-Q1,0
CUST-002672,26.0,Male,Indonesia,Surabaya,3.9,23.4,21.3,4.55,6.15,6,7,106.78,18,59.2,43.67,17.65,1,0,42.82,6.2,5,842.26,9.74,2024-Q4,0
CUST-002673,15.0,Female,Indonesia,Medan,3.4,23.6,26.1,6.93,20.92,4,9,104.86,141,57.68,19.08,60.16,2,1,57.58,0.0,4,996.91,50.91,2025-Q1,0
CUST-002674,38.0,Female,Singapore,Singapore,2.7,29.3,16.5,11.94,9.47,6,11,103.27,54,18.58,1.29,57.24,0,0,48.47,0.3,4,1226.69,12.27,2024-Q1,0
CUST-002675,15.0,Female,Malaysia,Penang,4.4,28.7,21.0,3.98,35.46,3,9,73.78,59,14.26,18.7,70.77,3,3,50.99,4.8,5,703.73,67.43,2024-Q3,0
CUST-002676,31.0,Male,Singapore,Singapore,4.6,17.5,8.5,6.23,20.93,6,9,134.39,33,30.63,17.77,61.69,1,0,23.56,6.1,2,1238.02,57.25,2025-Q1,0
CUST-002677,47.0,Male,Singapore,Singapore,12.0,10.4,10.8,6.01,58.2,3,6,109.03,39,30.6,9.01,53.14,1,3,100.0,8.7,4,772.87,25.53,2024-Q4,1
CUST-002678,40.0,Female,Philippines,Cebu,0.9,11.4,5.9,5.25,41.39,7,4,105.59,76,47.84,6.18,18.01,4,4,79.39,3.3,3,429.36,28.1,2025-Q1,0
CUST-002679,45.0,Male,Malaysia,Penang,6.9,20.4,10.9,5.88,70.1,5,10,65.48,69,32.39,7.32,44.64,1,0,52.64,5.7,3,786.9,10.6,2024-Q3,0
CUST-002680,41.0,Female,Indonesia,Bandung,5.1,19.3,17.4,4.84,28.9,5,14,52.38,22,36.32,16.0,30.2,1,1,86.78,6.1,1,848.84,60.48,2024-Q1,0
CUST-002681,61.0,Male,Philippines,Davao,3.4,20.1,15.3,12.86,80.89,4,8,117.11,32,34.08,25.86,73.99,1,2,61.55,2.3,2,1027.55,15.82,2025-Q2,0
CUST-002682,28.0,Male,Philippines,Cebu,1.3,13.7,24.4,7.87,38.05,3,14,61.06,23,29.82,16.91,69.99,1,1,44.07,3.2,2,929.71,15.68,2024-Q4,0
CUST-002683,38.0,Male,Indonesia,Medan,2.1,29.5,26.3,4.86,27.43,4,4,199.05,10,63.54,8.43,83.21,0,1,39.34,3.1,1,844.39,70.94,2025-Q1,0
CUST-002684,29.0,Male,Malaysia,Penang,1.9,6.2,13.2,8.96,86.17,6,9,276.12,54,44.05,8.4,45.37,0,2,51.92,7.3,3,2531.42,119.88,2024-Q2,0
CUST-002685,45.0,Female,Indonesia,Jakarta,2.5,13.3,9.9,6.64,1.43,1,4,61.04,33,15.06,2.21,86.78,0,2,47.54,7.4,5,337.62,29.51,2024-Q3,0
CUST-002686,33.0,Male,Malaysia,Johor Bahru,4.3,9.4,21.0,6.14,26.95,6,8,57.26,64,25.94,32.15,98.08,2,0,58.56,6.7,5,559.74,26.06,2025-Q2,0
CUST-002687,53.0,Male,Indonesia,Surabaya,6.1,16.3,21.6,5.54,4.7,3,10,114.84,53,42.4,2.29,34.39,2,3,35.82,8.0,3,1236.71,12.41,2025-Q2,0
CUST-002688,28.0,Female,Malaysia,Johor Bahru,8.1,28.0,16.6,5.37,1.23,10,7,106.43,21,22.42,17.76,69.57,1,1,70.06,5.9,3,801.37,15.73,2024-Q4,0
CUST-002689,49.0,Female,Indonesia,Surabaya,2.1,15.7,18.2,2.95,0.0,5,9,88.47,81,33.16,31.28,25.84,0,3,55.75,2.1,1,865.74,20.2,2024-Q2,0
CUST-002690,41.0,Other,Singapore,Singapore,3.1,18.8,17.3,1.82,50.34,5,5,123.59,27,27.96,32.95,6.03,1,4,58.22,3.0,2,701.78,272.75,2024-Q4,0
CUST-002691,34.0,Female,Thailand,Chiang Mai,1.5,23.3,8.1,6.93,11.42,4,3,132.78,95,26.48,11.33,55.89,2,1,8.11,8.8,4,510.28,4.56,2025-Q2,0
CUST-002692,40.0,Male,Indonesia,Medan,5.3,15.3,6.7,5.52,32.9,3,6,58.88,32,45.82,29.73,70.54,0,1,55.88,4.6,1,497.66,20.73,2024-Q1,0
CUST-002693,37.0,Male,Philippines,Cebu,3.6,21.1,13.7,8.19,55.84,7,8,56.27,25,23.01,8.53,40.54,2,3,11.34,4.5,2,510.81,3.94,2024-Q4,0
CUST-002694,38.0,Male,Thailand,Phuket,2.4,20.0,12.8,3.78,47.27,6,11,32.25,25,42.13,27.92,95.81,0,1,38.22,1.2,1,480.41,25.26,2024-Q2,0
CUST-002695,32.0,Male,Philippines,Cebu,0.8,9.0,15.7,3.26,46.28,7,10,35.55,55,8.03,30.5,73.5,0,1,40.27,2.1,2,386.12,64.73,2024-Q4,0
CUST-002696,26.0,Male,Indonesia,Jakarta,3.1,14.3,13.2,7.94,62.28,4,8,53.3,43,10.81,1.14,50.44,2,0,14.83,4.1,4,526.23,11.23,2024-Q4,0
CUST-002697,30.0,Female,Philippines,Manila,3.3,20.8,3.8,5.26,70.19,8,11,74.86,29,64.03,6.24,43.74,2,1,42.94,7.4,2,884.58,32.06,2024-Q3,0
CUST-002698,15.0,Male,Indonesia,Medan,0.6,28.3,1.3,8.14,12.97,5,8,139.87,44,47.1,26.18,36.38,2,0,12.61,4.6,1,1196.19,30.11,2025-Q2,0
CUST-002699,43.0,Female,Indonesia,Surabaya,1.0,28.3,18.4,6.08,47.66,6,9,126.2,105,34.92,36.88,56.44,1,4,46.98,0.0,5,1284.94,62.13,2024-Q3,0
CUST-002700,20.0,Male,Philippines,Cebu,3.1,34.8,10.0,10.69,32.56,4,10,116.52,57,27.81,29.03,24.6,1,1,39.12,5.4,2,1242.98,22.15,2024-Q1,0
CUST-002701,32.0,Female,Malaysia,Johor Bahru,7.7,21.9,12.6,7.89,35.07,3,6,80.8,15,54.85,8.25,32.69,1,1,77.17,6.7,4,527.38,10.42,2024-Q4,0
CUST-002702,41.0,Female,Singapore,Singapore,5.6,14.7,10.7,7.02,7.77,3,11,307.55,28,39.34,0.74,31.85,0,3,53.14,7.6,5,3456.12,84.73,2024-Q4,0
CUST-002703,43.0,Female,Indonesia,Surabaya,2.4,17.5,8.5,8.0,27.36,3,10,46.82,57,40.75,12.81,82.72,3,6,65.18,4.7,4,563.74,24.23,2024-Q2,0
CUST-002704,15.0,Female,Philippines,Cebu,2.2,17.1,8.4,5.32,29.55,3,9,78.44,17,70.73,57.23,63.21,5,4,35.61,3.2,6,748.54,4.19,2025-Q2,1
CUST-002705,33.0,Male,Malaysia,Johor Bahru,1.6,14.7,20.1,1.89,66.61,2,7,108.62,100,75.32,3.76,32.93,0,4,30.88,1.9,4,851.38,8.27,2024-Q3,0
CUST-002706,39.0,Male,Singapore,Singapore,1.5,21.1,12.6,6.9,14.89,2,7,49.62,80,12.23,14.65,78.99,0,1,18.81,6.6,1,420.04,48.01,2024-Q1,0
CUST-002707,35.0,Female,Thailand,Bangkok,2.3,21.4,17.8,10.85,0.0,2,11,76.31,33,14.23,7.59,44.7,0,5,28.49,4.6,3,938.83,166.54,2024-Q4,0
CUST-002708,49.0,Female,Indonesia,Jakarta,9.1,8.6,18.6,1.0,37.88,5,8,40.73,74,37.24,3.47,25.04,2,1,66.32,1.0,6,414.92,11.07,2025-Q1,0
CUST-002709,25.0,Female,Indonesia,Surabaya,2.2,26.7,15.9,7.17,12.86,6,7,74.74,183,39.67,29.1,10.21,1,4,40.92,5.8,3,564.66,60.95,2025-Q2,0
